Applicant,Address,Latitude,Longitude,FoodItems
Park's Catering,1000 EVANS AVE,37.73772687,-122.3765729,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins
Street Meet,30 GROVE ST,37.77915912,-122.4158079,Burritos: Tacos: Quesadillas: Tortas: Carne Asada Fries and various drinks
Street Meet,777 MARIPOSA ST,37.76381128,-122.3912654,Tacos: burritos: quesadillas: tortas: asada fries: nachos
Golden Gate Halal Food,1169 MARKET ST,0,0,Pulao Plates & Sandwiches: Various Drinks
Park's Catering,2020 EVANS AVE,0,0,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins
Park's Catering,10 LOOMIS ST,37.74378392,-122.4037888,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins
Park's Catering,Assessors Block 4644/Lot008,37.73090615,-122.3733026,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins
Shah's Halal Food,532 MARKET ST,37.79054832,-122.4003337,Chicken Gyro: Lamb Gyro: Chiken Gyro Plate: Lamb Gyro Plate: Combination Gyro Plate.
"Halal Cart, LLC",400 MONTGOMERY ST,37.79314863,-122.4025672,kebabs: halal gyro: grilled halal meat: refreshments
FRUITYMANIA,801 MARKET ST,37.78499028,-122.4056766,Fruit Salads: Fruit Drinks: Can Soda: Water
Park's Catering,300 NEWHALL ST,37.74322468,-122.385343,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins
Park's Catering,3801 03RD ST,37.74102621,-122.3877929,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins
Street Meet,100 LARKIN ST,37.77915912,-122.4158079,Burritos: Tacos: Quesadillas: Tortas: Carne Asada Fries and various drinks
Halal Cart of San Francisco,1 MARKET ST,37.79387151,-122.3948652,Halal Gyro over Rice: Halal Chicken over Rice: Halal Gyro: and Chicken Sandwich
Lerso,1450 MISSION ST,37.77522831,-122.4174661,Pernil Asado: Ropa Vieja: Arroz con Pollo: Cuban Sandwich: Croquetas Fritas: Tostones: Platanos Maduros: Yuca Frita
Park's Catering,525 PHELPS ST,37.74176065,-122.389098,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins
Park's Catering,1200 MISSISSIPPI ST,37.75169104,-122.3943742,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins
Natan's Catering,350 KANSAS ST,37.76537067,-122.4039078,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks
Natan's Catering,888 MARIN ST,37.74945833,-122.3850813,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks
Natan's Catering,Assessors Block 4241/Lot002,37.75334,-122.3841284,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks
Natan's Catering,Assessors Block 4315/Lot03008,0,0,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks
Natan's Catering,1801 EVANS AVE,37.7445912,-122.3930769,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks
Natan's Catering,146 CONNECTICUT ST,37.7644473,-122.3979874,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks
Natan's Catering,2045 EVANS AVE,37.74777209,-122.3970317,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks
Natan's Catering,950 HARRISON ST,37.77838862,-122.4031918,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks
San Francisco's Hometown Creamery,425 CALIFORNIA ST,37.79279574,-122.4013533,Ice Cream: Waffle Cones
Natan's Catering,400 ALEMANY BLVD,37.7331424,-122.4145686,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks
Natan's Catering,Assessors Block 4296/Lot010,37.75240499,-122.3870002,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks
San Francisco's Hometown Creamery,301 PINE ST,37.79183426,-122.4012796,Ice cream & Waffle cones
Natan's Catering,Assessors Block 4103/Lot023A,37.7583034,-122.3935141,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks
Natan's Catering,3335 17TH ST,37.76315639,-122.4203222,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks
Natan's Catering,Assessors Block 5369/Lot003,37.73811777,-122.4044185,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks
Natan's Catering,Assessors Block 7295/Lot022,37.73000368,-122.4781863,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks
Natan's Catering,Assessors Block 4172/Lot010,37.75712456,-122.3885295,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks
Natan's Catering,1140 07TH ST,37.76824939,-122.3984307,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks
Natan's Catering,151 MENDELL ST,37.74282023,-122.3828474,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks
Natan's Catering,Assessors Block 4227/Lot012,37.75315511,-122.3911742,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks
San Francisco's Hometown Creamery,340 POST ST,37.788697,-122.4074704,Ice Cream: Waffle Cones
Natan's Catering,Assessors Block 8722/Lot001,37.76799555,-122.3875494,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks
Natan's Catering,Assessors Block 5598/Lot031,37.74030387,-122.4060597,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks
San Francisco's Hometown Creamery,1 MONTGOMERY ST,37.78924953,-122.4024186,Ice Cream: Waffle Cones
Natan's Catering,2101 03RD ST,0,0,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks
Natan's Catering,50 QUINT ST,37.74647051,-122.3889908,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks
Natan's Catering,555 MISSOURI ST,37.75930377,-122.3959022,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks
Natan's Catering,Assessors Block 3941/Lot001,37.76474132,-122.3871248,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks
Natan's Catering,66 POTRERO AVE,37.76854329,-122.4084929,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks
Natan's Catering,1650 03RD ST,37.76912441,-122.3914749,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks
Natan's Catering,Assessors Block 5216/Lot030,37.74540643,-122.3900812,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks
Natan's Catering,Assessors Block 8722/Lot003,37.76743302,-122.3921491,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks
Natan's Catering,435 23RD ST,37.75503073,-122.3845307,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks
Natan's Catering,600 16TH ST,37.76746629,-122.3908603,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks
Natan's Catering,1580 BURKE AVE,37.74475219,-122.3856792,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks
Natan's Catering,Assessors Block 4058/Lot010,37.76118299,-122.3881187,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks
Natan's Catering,Assessors Block 4281a/Lot012A,37.75076077,-122.4015403,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks
Natan's Catering,Assessors Block 8732/Lot001,37.77070298,-122.3907904,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks
El Calamar Perubian Food Truck,85 02ND ST,37.78845703,-122.3998842,Lomo Saltado: Jalea: Ceviche: Calamar: Tilapia plate: chicken special. Soda: Water.
Tacos Santo Toribio,928 TOLAND ST,37.74162369,-122.4015472,tacos
Star Taco,580 HOWARD ST,37.78730425,-122.3980373,Mexican Food
Quan Catering,2920 03RD ST,37.75197163,-122.3879655,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies
tacos y pupusas los trinos,4384 MISSION ST,37.72756654,-122.4329697,
Scotch Bonnet,115 SANSOME ST,37.79142654,-122.4010379,Jerk chicken: curry chicken: curry goat: curry dhal: Burritos: Fish: Ox tails: rice: beans: veggies.
Kettle Corn Star,773 MARKET ST,37.78539564,-122.404391,Kettle Corn: Funnel Cakes: Lemonade: Beverages: Flan: Hot Dogs: Falafel: Hot and Cold Sandwiches: French Fries: Baklava and Pastries
Quan Catering,2111 LANE ST,37.72878796,-122.3922948,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies
Liang Bai Ping,1450 WALLACE AVE,37.72614569,-122.3882277,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
Ziaurehman Amini,5 THE EMBARCADERO,37.794331,-122.3958111,
SF Street Food,290 SUTTER ST,37.78991387,-122.4052329,Chicken Tikka Masala: Vegetarian Rice Plate: Burritos: Tacos: Mango Lassi
"Off the Grid Services, LLC",1 BUSH ST,37.79092151,-122.4001004,
"Bay Area Dots, LLC",900 BEACH ST,37.80774329,-122.4241499,Hot dogs: condiments: soft pretzels: soft drinks: coffee:cold beverages: pastries: bakery goods: cookies: icecream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.
Liang Bai Ping,1145 REVERE AVE,37.72659048,-122.3817522,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",384 POST ST,37.78862122,-122.4080689,American Food: Hot dogs: pretzels: ice cream: salads: beverages: sandwiches: soup: coffee: pastries:etc.
"BOWL'D ACAI, LLC.",15 MARINA BLVD,37.80457787,-122.4330108,Acai Bowls: Poke Bowls: Smoothies: Juices
Tacos El Ojo De Agua,551 03RD ST,37.78064721,-122.3946292,Tacos: Burritos: Tortas: Quesadillas: Salads: Soup: Fruits: Juices: Soda: Water
Tacos Santana,1700 JERROLD AVE,37.7424952,-122.3916176,
Liang Bai Ping,1127 SHAFTER AVE,37.72594556,-122.3822812,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
Mini Mobile Food Catering,420 BERRY ST,37.77200866,-122.3990838,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages
Quan Catering,722 BRANNAN ST,37.77444911,-122.4020872,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies
Quan Catering,3305 03RD ST,37.74383117,-122.3777974,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies
Fruteria Serrano,4650 MISSION ST,37.72366128,-122.4359438,Fruits including mangoes: pineapples: coconuts: watermelon: corn: cucumber: potatoes chips: water: Mexican drinks: sodas: juices: snow cones
Reecees Soulicious,4705 03RD ST,37.73500423,-122.3901725,Fried Chicken: Fried Fish: Greens: Mac & Cheese: Peach Cobbler: and String beans
Taqueria Lolita,1700 EVANS AVE,37.74488929,-122.390972,Tacos: burritos: quesadillas: combination plates: tortas: tostadas
Julie's Hot Dogs,2386 MISSION ST,37.75887999,-122.4193792,Hot dogs: bacon-wrapped hot dogs: chicken burgers: energy drinks: water and various other drinks.
"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Assessors Block /Lot,0,0,American Food: Hot dogs: pretzels: ice cream: salads: beverages: sandwiches: soup: coffee: pastries:etc.
"Off the Grid Services, LLC",Assessors Block /Lot,0,0,varies truck to truck
Liang Bai Ping,1420 YOSEMITE AVE,37.7251817,-122.3881927,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
Liang Bai Ping,1377 FELL ST,37.77328794,-122.4400323,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
Quan Catering,222 02ND ST,37.7863198,-122.3982351,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies
Mini Mobile Food Catering,355 BERRY ST,37.77236391,-122.397041,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages
The Chai Cart,79 NEW MONTGOMERY ST,37.7878897,-122.4005353,Hot Indian Chai (Tea)
Swell Cream & Coffee,2401 36TH AVE,37.74129028,-122.4943779,Ice cream: coffee: pastries
Quan Catering,2190 CESAR CHAVEZ ST,37.75023688,-122.397818,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies
Liang Bai Ping,1135 REVERE AVE,37.72647072,-122.3815412,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
Corazon Maya,2109 MISSION ST,37.76317462,-122.4190095,Tacos: Burritos: Quesadillas: Tortas
Munch India,Assessors Block /Lot,0,0,Daily rotating menus consisting of various local & organic vegetable: poultry: meat: seafood : rice & bread dishes.
Liang Bai Ping,1160 REVERE AVE,37.72723401,-122.3818155,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
Mini Mobile Food Catering,355 FREMONT ST,37.78732242,-122.3922237,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages
Liang Bai Ping,2115 JENNINGS ST,37.72672798,-122.3886584,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
Liang Bai Ping,1335 YOSEMITE AVE,37.72387884,-122.3870109,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
Mini Mobile Food Catering,1690 FOLSOM ST,37.77013758,-122.4159834,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages
Quan Catering,500 SELBY ST,37.74449821,-122.3969554,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies
Pipo's Grill,1800 FOLSOM ST,37.76785244,-122.4161049,Tacos: Burritos: Hot Dogs: and Hamburgers
Quan Catering,400 BEALE ST,37.78690492,-122.3909203,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies
Mini Mobile Food Catering,355 11TH ST,37.77146722,-122.4128723,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages
Athena SF Gyro,10 SOUTH VAN NESS AVE,37.77425926,-122.419486,Gyro pita bread (Lamb or chicken): lamb over rice: chicken over rice: chicken biryani rice: soft drinks
Izzy's Cheesesteaks,255 BATTERY ST,37.79344653,-122.4003437,Cheesesteaks: French Fries: and Drinks
La Jefa,80 SUTTER ST,37.79034625,-122.4018502,Tacos: burritos: quesadillas: tortas: nachos (refried beans: cheese sauce: salsa fresca): carnes (beef: chicken: marinated pork: fried pork): canned beans: rice: sodas: horchata drinks.
"Casey's Pizza, LLC",654 MISSION ST,37.78718285,-122.4012348,Artisan Pizzas (Margherita: Yukon Potato: Zoe's Pepperoni: Funghi: Brocolli Rabe: Bacon Kale:  Arugula) and Drinks.
Liang Bai Ping,1500 WALLACE AVE,37.72672579,-122.3892499,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
Liang Bai Ping,1180 THOMAS AVE,37.72612524,-122.3831993,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
Giant Burrito,1500 GENEVA AVE,37.7123026,-122.4316442,Tacos: Burritos: Tostadas: Flautas: Tostadas: Tortas: Pozole Menudo
Tacos Santana,2101 CARROLL AVE,37.73022168,-122.4029785,
Quan Catering,1301 CESAR CHAVEZ ST,37.74925586,-122.3909754,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies
Scotch Bonnet,25 MONTGOMERY ST,37.7894867,-122.4024674,Jerk chicken: curry chicken: curry goat: curry dhal: Burritos: Fish: Ox tails: rice: beans: veggies.
Halal Food,50 CALIFORNIA ST,37.79405318,-122.3973477,rice chicken beef hot dogs and sandwich's and coke and water
"Casey's Pizza, LLC",100 SPEAR ST,37.79215055,-122.394,Artisan Pizzas (Margherita: Yukon Potato: Zoe's Pepperoni: Funghi: Brocolli Rabe: Bacon Kale:  Arugula) and Drinks.
"Casey's Pizza, LLC",368 FELL ST,37.77604871,-122.4239392,Artisan Pizzas (Margherita: Yukon Potato: Zoe's Pepperoni: Funghi: Brocolli Rabe: Bacon Kale:  Arugula) and Drinks.
Liang Bai Ping,1475 CARROLL AVE,37.72325987,-122.3911729,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
"Casey's Pizza, LLC",231 SANSOME ST,37.7926094,-122.4013149,Artisan Pizzas (Margherita: Yukon Potato: Zoe's Pepperoni: Funghi: Brocolli Rabe: Bacon Kale:  Arugula) and Drinks.
Liang Bai Ping,1351 UNDERWOOD AVE,37.72701466,-122.3874974,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
Mini Mobile Food Catering,491 BAY SHORE BLVD,0,0,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages
Liang Bai Ping,1031 QUESADA AVE,37.72578914,-122.3789727,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
Liang Bai Ping,1515 GRIFFITH ST,37.72531943,-122.3813892,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
Athena SF Gyro,699 08TH ST,37.771022,-122.4035463,Gyro pita bread (Lamb or chicken): lamb over rice: chicken over rice: chicken biryani rice: soft drinks
Halal Cart of San Francisco,1 FRONT ST,37.79175721,-122.3988976,Gyro; Chicken over rice; Gyro over rice;
Chilifruit,Assessors Block /Lot,0,0,Mangoneadas: Fruit snacks: Chamoyadas: Bionicos
Quan Catering,3433 03RD ST,0,0,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies
Kettle Corn Star,865 MARKET ST,37.78394691,-122.4071583,Kettle Corn: Funnel Cakes: Waffles: Lemonade
"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",331 POWELL ST,37.7877553,-122.4087822,American Food: Hot dogs: pretzels: ice cream: salads: beverages: sandwiches: soup: coffee: pastries:etc.
Quan Catering,201 ALABAMA ST,37.76779784,-122.4120963,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies
Tacos Santana,2142 JERROLD AVE,37.74451858,-122.3989408,
Liang Bai Ping,1430 YOSEMITE AVE,37.72549805,-122.3883692,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
Mini Mobile Food Catering,Assessors Block 4341/Lot001,37.74895036,-122.4014932,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages
Liang Bai Ping,201 FOLSOM ST,37.78814528,-122.3911819,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
Liang Bai Ping,Assessors Block 3720/Lot001,37.78969137,-122.3965956,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
Halal Cart of San Francisco,555 MARKET ST,37.78988988,-122.3999304,Gyro; Chicken over rice; Gyro over rice;
Boulangerie La Camionnette,500 FLORIDA ST,37.76259016,-122.4114839,Bread: Pastries: Coffee: Pizza
Let's Be Frank,404 OCTAVIA ST,37.77603906,-122.4241756,Hot dogs and chili
Khalid M Malik,Assessors Block /Lot,0,0,chicken sandwich: chicken gyro: chicken biryani
The Chef Station,425 DIVISADERO ST,37.77336405,-122.4378752,South American Peruvian Food - Ceiches: hot wok dishes: hot pastas: rice dishes: and Tapas.
Mini Mobile Food Catering,Assessors Block 3905/Lot011,37.76855707,-122.4096102,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages
Liang Bai Ping,1389 UNDERWOOD AVE,37.72711043,-122.3882613,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
Scotch Bonnet,430 CALIFORNIA ST,37.79326221,-122.4017891,Jerk chicken: curry chicken: curry goat: curry dhal: Burritos: Fish: Ox tails: rice: beans: veggies.
"Off the Grid Services, LLC",65 MINNA ST,37.78790958,-122.3983608,N/A
Liang Bai Ping,1450 DONNER AVE,37.72305651,-122.3911119,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
Liang Bai Ping,1300 GRIFFITH ST,37.72708663,-122.3810744,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
Mini Mobile Food Catering,401 HARRISON ST,0,0,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages
Liang Bai Ping,1440 BANCROFT AVE,37.72417289,-122.3897354,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
Liang Bai Ping,1337 VAN DYKE AVE,37.72624948,-122.3878154,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
Mini Mobile Food Catering,245 01ST ST,37.7879001,-122.394594,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages
Quan Catering,645 BRYANT ST,37.77826658,-122.3988359,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies
Yummy Hot Dogs,954 MARKET ST,37.78317542,-122.4095683,Hot dogs: pretzels: chips: juices and cold drinks
SF Street Food,667 MISSION ST,37.78655805,-122.4010334,Chicken Tikka Masala: Vegetarian Rice Plate: Burritos: Tacos: Mango Lassi
Swell Cream & Coffee,2450 TARAVAL ST,37.74255037,-122.4926771,Ice cream: coffee: pastries
Quan Catering,50 CALIFORNIA ST,37.79405318,-122.3973477,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies
"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Assessors Block /Lot,0,0,American Food: Hot dogs: pretzels: ice cream: salads: beverages: sandwiches: soup: coffee: pastries:etc.
Mini Mobile Food Catering,350 FREMONT ST,37.78707653,-122.3929826,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages
Mini Mobile Food Catering,620 MENDELL ST,37.73937867,-122.3863379,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages
Taqueria Lolita,750 PHELPS ST,37.73944545,-122.393015,Tacos: burritos: quesadillas: combination plates: tortas: tostadas
Quan Catering,151 EXECUTIVE PARK BLVD,0,0,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies
Liang Bai Ping,1370 VAN DYKE AVE,37.72695076,-122.38798,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
Yummy Hot Dogs,945 MARKET ST,37.78283416,-122.4088379,Hot dogs: pretzels: chips: juices and cold drinks
Liang Bai Ping,1212 THOMAS AVE,37.72666477,-122.3841442,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
Quan Catering,2555 BAY SHORE BLVD,37.70937546,-122.4041544,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies
Isidoro Serrano,2501 MISSION ST,37.75687745,-122.4185799,
Ziaurehman Amini,1 CALIFORNIA ST,37.79321373,-122.397043,
Liang Bai Ping,1460 BANCROFT AVE,37.72441324,-122.3901572,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
Liang Bai Ping,2200 OFARRELL ST,0,0,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
Esmeli Catering,Assessors Block /Lot,0,0,tacos: burritos: quesadilla: tortas sodas
Liang Bai Ping,1555 BANCROFT AVE,37.72439753,-122.3915051,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
Treats by the Bay LLC,1550 04TH ST,37.76912441,-122.3914749,Prepackaged Kettle Corn
Authentic India,1355 MARKET ST,37.77673621,-122.4163949,Indian Street Food
